return,volatility,sharpe,w_Mirae Asset Large Ca,w_ICICI Pru Midcap Fun,w_Kotak Flexicap Fund ,w_HDFC Mid-Cap Opportu,w_ICICI Pru Bluechip F
0.25730497694746696,0.07906938794783717,2.4321040283545936,0.13319702814025883,0.33810081711389406,0.26031768763785473,0.2128998389048247,0.05548462820316767
0.27777286029403303,0.08957087005018177,2.3754693928375126,0.06528491964469331,0.02430844330237927,0.3625014516740258,0.2515713061862386,0.29633387919266296
0.25364328007997483,0.09648112762291637,1.9552350260380658,0.00928441856775223,0.4374675865753444,0.37546445396096845,0.09577331138241256,0.0820102295135221
0.2677260172620413,0.07820982540870322,2.5920786320983384,0.10567348701744264,0.17529742718559654,0.302352663027335,0.2488768479913802,0.1677995747782457
0.27058556809766543,0.08231724464951092,2.4974787357497745,0.3279089323822976,0.07475862795590853,0.15656841804409793,0.1963434706875973,0.24442055093009857
0.2715819818998718,0.09367181147728053,2.205380451620463,0.36725660964283413,0.09339500936827015,0.2405269719138019,0.2770947873611645,0.021726621713929275
0.2685341707653486,0.08462627682687313,2.4050942378303493,0.22031347889007807,0.061837019615341784,0.023589604476236033,0.34409356465862545,0.3501663323597186
0.2650396516865389,0.08579347767438232,2.3316417181007942,0.3461985209559911,0.13045173465296678,0.04182836755518854,0.29302478826739564,0.188496588568458
0.25628940878191614,0.0899487520337647,2.1266488356626723,0.06706488061151515,0.27211947469110814,0.018897864803862807,0.4997078520563142,0.14220992783719966
0.26854748728231737,0.08285066145355871,2.456799785435803,0.29764696063513457,0.14004035273287288,0.2336474855001212,0.24561687483944106,0.0830483262924303
0.26554339022967177,0.07512490020043698,2.6694663113643013,0.23212776908492264,0.1855741601907954,0.22492497005212214,0.21423016683942422,0.14314293383273552
0.271010948467852,0.11614590691326031,1.7737254281522328,0.5846090523382351,0.056117760751079805,0.12428306500020381,0.02868100821708529,0.20630911369339588
0.2723815042326552,0.08838021319816732,2.3464698344601365,0.18278209456719455,0.1276064892446817,0.38972788425638843,0.16776930895284434,0.13211422297889105
0.27469509615044574,0.09010617517637372,2.3272000585974135,0.21305134783613078,0.05532395940451328,0.31492607609236467,0.029267053164625165,0.3874315635023662
0.2671348942443996,0.0880384808003163,2.2959834427728265,0.30904608415860246,0.07952440169323101,0.0022099064197855403,0.3263410401288654,0.2828785675995157
0.2503900626787964,0.08786495229837495,2.1099432461903826,0.3558463833727026,0.3764760835045363,0.0361430211975446,0.17497596547414,0.05655854645107635
0.25804046511555095,0.08851010155609636,2.180999250048367,0.3937802611526303,0.2843720599406806,0.150968130510175,0.028997711078102298,0.1418818373184117
0.26204211450049186,0.0733072601827186,2.6878935866565428,0.10655548342995214,0.2390760342865853,0.2089136802933724,0.29072026849722094,0.15473453349286925
0.26259518497063544,0.07542784714516562,2.61965828867356,0.0408747855899243,0.2437719935615583,0.26002025012372776,0.19183268331322972,0.2635002874115598
0.257808844149307,0.08932280389391885,2.158562379863151,0.31304796373723753,0.33139308860073646,0.27104503603657604,0.016114776895146062,0.06839913473030401
0.2584910695277771,0.07531707922903653,2.569019822706849,0.013104597673915286,0.2653553444950673,0.13107271373349536,0.21205176497052794,0.3784155791269941
0.2668982827850995,0.09566161125982918,2.1105465413573055,0.1448527581143432,0.23845548049248316,0.43901756058763514,0.13294455842492925,0.04472964238060938
0.27526350146590095,0.08458418186645542,2.4858489711217238,0.10266884510580684,0.05712621352675763,0.3294236605329422,0.2863446765909299,0.22443660424356343
0.25859621403165683,0.07635924314761455,2.535334375399774,0.2645917964283781,0.24400993109769578,0.056646172639626784,0.270997669301266,0.1637544305330334
0.252094306713739,0.08587727565021502,2.1786241505353408,0.34220496749020374,0.3797766214590434,0.134774531732828,0.046641617975484315,0.09660226134244049
0.2599479718838378,0.08515983659552048,2.289200868359725,0.16279749579307415,0.31179659786179087,0.3280782679176614,0.0026498918330304703,0.19467774659444295
0.2661889808915768,0.08112657325740268,2.479939344328445,0.20462235895562697,0.10888123163535986,0.05876015254959307,0.1655050112974502,0.4622312455619699
0.265919461050193,0.07488092463301986,2.6831861657006644,0.11220671325846668,0.180109104119765,0.24406785620048557,0.12624168435403774,0.33737464206724493
0.26989070484434297,0.09289271095813112,2.2056704205423814,0.4189659556759253,0.10960414221861062,0.21645880930254968,0.13097628231385086,0.12399481048906336
0.25423179800001494,0.09084565574720753,2.083003270146263,0.024936156637285142,0.41207507811722593,0.33981892676115033,0.034800445597291466,0.18836939288704724
0.26755896199600765,0.0850550351278292,2.3815046539170996,0.32815138339126365,0.08655237089140201,0.052349706685758675,0.17683654409062732,0.3561099949409482
0.2624711824367487,0.07762819259292987,2.5438075503349253,0.09162983693696684,0.25443639472819113,0.28831051984443196,0.08995750958098972,0.2756657389094202
0.261229780905634,0.08040023285570677,2.4406618480546562,0.162758719631521,0.27982057426628953,0.28036219010261637,0.23710168801448514,0.039956827985087866
0.26390516484135346,0.0929222859063063,2.14055393602682,0.42309453762977406,0.16248041157152993,0.09447471225541167,0.020653283994718257,0.29929705454856603
0.27627089305945396,0.08989365515192342,2.3502314229229944,0.32607914585122905,0.00798292441712082,0.24644576434414361,0.10900152527893292,0.3104906401085736
0.2579116651274405,0.08244113831762709,2.339992739840581,0.0749547113874019,0.29701267062510117,0.16624551199837845,0.40267112399070953,0.05911598199840903
0.27698548557822333,0.09263971118440512,2.2882787831263096,0.13563904876806904,0.04512740830058824,0.367742412580378,0.34891004337702414,0.10258108697394053
0.25874854952099957,0.07567253792877068,2.5603548503074114,0.23537990277698573,0.29145807870118545,0.1980095031709558,0.18889714439060054,0.08625537096027237
0.2597990499344935,0.08274777249775962,2.354130438251587,0.03252080546290055,0.31339754778804985,0.3145161112002531,0.22114239797023763,0.1184231375785588
0.26506176160818246,0.07341008140341382,2.7252627675042858,0.09595679759574956,0.1994801609265811,0.24651050227022805,0.24375612426309148,0.21429641494434998
0.2711933996164418,0.08676840888689061,2.376364880508884,0.2683199823349606,0.035164051579648026,0.06754840508323989,0.37552672899655104,0.2534408320056004
0.2799079126906915,0.13864968499854108,1.5500064979805241,0.009783681149565435,0.10794385663342923,0.7058229117022913,0.005384434547877651,0.17106511596683638
0.26190308577045046,0.07413447413253976,2.6560259322595505,0.19396474652663412,0.24456900457756037,0.2304532778828498,0.07927403160908683,0.251738939403869
0.27030435360549615,0.0771140102009019,2.6623482953438073,0.0844905210779802,0.11588322781837812,0.26584484882162573,0.23135103586283923,0.30243036641917675
0.25561316567486375,0.08145762163316511,2.340028616760601,0.33680308876593756,0.29106499464463575,0.04797647904007971,0.18832936475019857,0.13582607279914843
0.2559889333142918,0.07212509405652483,2.648023351825548,0.07787028343201129,0.3105402615929512,0.12545873182297343,0.2847002730286626,0.20143045012340158
0.2650081128140686,0.08186649173093026,2.4431010610718875,0.3102171196406139,0.19618069163438007,0.22516723227363147,0.19223106121882128,0.07620389523255329
0.26334988378125357,0.09497238287074265,2.0885006544608617,0.3904886061477146,0.15175872025046946,0.013142888834253175,0.3488806687824853,0.09572911598507758
0.2602281620457618,0.08812796189264575,2.2152805744399444,0.294365500380176,0.29858163620200645,0.2863544641814746,0.11586044599267613,0.004837953243666896
0.27053244418616723,0.07679448305812778,2.676395959727918,0.22424307603160437,0.10343144519161085,0.23350351788601897,0.23277042655018365,0.20605153434058227
0.26933539745736745,0.09199908528621156,2.2210590118551146,0.14597648980968356,0.19091671311741992,0.4219609820333982,0.15711779905501122,0.08402801598448709
0.2576069680264419,0.07944127092835881,2.4245202245082083,0.19494316989308158,0.32775963613964626,0.24368884205611133,0.19958563139661104,0.034022720514549756
0.2538696439754933,0.07231572879936099,2.6117367149753763,0.195809304577344,0.315218663239977,0.044600701284577056,0.16502857912075455,0.27934275177734735
0.26229007628188983,0.07919172457314191,2.4912966265770815,0.26518991044894163,0.24952669093410537,0.25148431893501466,0.1286952820547084,0.10510379762722975
0.26421953803338516,0.07422863897316587,2.683863543630435,0.20693794189792336,0.20713027486442082,0.22169356642467453,0.233497887963287,0.1307403288496944
